17766,比亚迪F3,1.5,前驱,MT,80,汽油,1210,BYD473QF,-
17767,秦,1.5,前驱,MT,80,汽油,1260,BYD473QF,-
17768,秦,1.5,前驱,CVT,80,汽油,1325,BYD473QF,-
17769,秦,1.5,前驱,CVT,80,汽油,1325,BYD473QF,-
19516,睿行M80,1.5,-,MT,85,汽油,1420,DAM15KR,-
19517,睿行M80,1.5,-,MT,85,汽油,1440,DAM15KR,-
19518,睿行M80,1.5,-,MT,85,汽油,1470,DAM15KR,-
19519,睿行M80,1.5,-,MT,85,汽油,1495,DAM15KR,-
19798,东风风光330,1.5,后驱,MT,85,汽油,1210,DK151B,-
19799,东风风光330S,1.5,后驱,MT,85,汽油,1210,DK151B,-
19879,长安星卡S201,1.5,后驱,MT,85,汽油,1320,DAM15KR,-
19941,跨越王X5,1.5,后驱,MT,82,汽油,1435,DK15C,-
19943,跨越王X5,1.5,后驱,MT,82,汽油,1520,DK15C,-
19944,-,1.5,后驱,MT,85,汽油,1580,DAM15KL,-
19947,跨越王X1,1.5,后驱,MT,82,汽油,1375,DK15C,-
19948,跨越王X1,1.5,后驱,MT,82,汽油,1450,DK15C,-
19957,福瑞达K21,1.5,后驱,MT,85,汽油,1240,DAM15KR,-
19958,福瑞达K21,1.5,后驱,MT,85,汽油,1390,DAM15KR,-
19959,福瑞达K22,1.5,后驱,MT,85,汽油,1467,DAM15KR,-
19960,福瑞达K21,1.5,后驱,MT,85,汽油,1321,DAM15KR,-
19961,福瑞达K22,1.5,后驱,MT,85,汽油,1370,DAM15KR,-
19962,福瑞达K22,1.5,后驱,MT,85,汽油,1525,DAM15KR,-
19963,福瑞达K22,1.5,后驱,MT,85,汽油,1520,DAM15KR,-
19964,福瑞达K21,1.5,后驱,MT,85,汽油,1330,DAM15KR,-
19965,福瑞达K21,1.5,后驱,MT,85,汽油,1505,DAM15KR,-
19966,福瑞达K22,1.5,后驱,MT,85,汽油,1540,DAM15KR,-
22269,MINI COUNTRYMAN,1.5,四驱,AT,111,汽油,1633,B38A15A,-
22312,长安欧尚科赛,1.5,前驱,AT,131,汽油,1675,JL476ZQCF,-
22313,长安欧尚科赛,1.5,前驱,AT,131,汽油,1745,JL476ZQCF,-
22325,东风风光S370,1.5,前驱,CVT,85,汽油,990,SFG15-02,-
22451,艾瑞泽5,1.5,前驱,CVT,85,汽油,1321,SQRE4G15C,-
22480,汉腾X5,1.5,前驱,MT,115,汽油,1484,TLE4G15D,-
22481,汉腾X5,1.5,前驱,AT,115,汽油,1505,TLE4G15D,-
23418,菱智,1.6,后驱,MT,90,汽油,1655,4A92,-
23972,奔驰C级(进口) 180,1.6,后驱,AT,115,汽油,1580,274910,-
23973,奔驰C级(进口) 180,1.6,后驱,AT,115,汽油,1580,274910,-
25718,标致4008,1.6,前驱,AT,125,汽油,1475,5G06,-
25720,天逸 C5 AIRCROSS,1.6,前驱,AT,125,汽油,1480,5G06,-
27314,瑞风M3,1.8,后驱,MT,98,汽油,1665,LJ4A18Q6,-
27315,跨越者D5,1.8,后驱,MT,92,汽油,1665,LJ4A18Q6,-
27316,跨越者D5,1.8,后驱,MT,92,汽油,1800,LJ4A18Q6,-
27317,跨越者D5,1.8,后驱,MT,92,汽油,1835,LJ4A18Q6,-
27318,跨越者D5,1.8,后驱,MT,92,汽油,1685,LJ4A18Q6,-
27319,跨越者D5,1.8,后驱,MT,92,汽油,1820,LJ4A18Q6,-
27320,跨越者D5,1.8,后驱,MT,92,汽油,1845,LJ4A18Q6,-
27321,跨越者D5,1.8,后驱,MT,92,汽油,1830,LJ4A18Q6,-
27322,跨越者D5,1.8,后驱,MT,92,汽油,1945,LJ4A18Q6,-
27323,跨越者D5,1.8,后驱,MT,92,汽油,1885,LJ4A18Q6,-
27324,跨越者D5,1.8,后驱,MT,92,汽油,2030,LJ4A18Q6,-
27325,跨越王X5,1.8,后驱,MT,92,汽油,1480,LJ4A18Q6,-
27326,跨越王X5,1.8,后驱,MT,92,汽油,1610,LJ4A18Q6,-
27327,跨越王X5,1.8,后驱,MT,92,汽油,1660,LJ4A18Q6,-
27328,跨越王X5,1.8,后驱,MT,92,汽油,1575,LJ4A18Q6,-
27329,跨越王X5,1.8,后驱,MT,92,汽油,1685,LJ4A18Q6,-
27330,跨越王X5,1.8,后驱,MT,92,汽油,1725,LJ4A18Q6,-
27331,跨越王X5,1.8,后驱,MT,92,汽油,1610,LJ4A18Q6,-
27332,跨越王X5,1.8,后驱,MT,92,汽油,1660,LJ4A18Q6,-
27598,众泰T800,1.8,前驱,DCT,130,汽油,1817,TN4A18T,-
27599,众泰T800,1.8,前驱,DCT,130,汽油,1817,TN4A18T,-
30629,瑞风M4,2,后驱,MT,106,汽油,1930,LJ481Q6,-
30864,WEY VV5,2,四驱,DCT,167,汽油,1774,E20CB,-
30865,WEY VV5,2,前驱,DCT,167,汽油,1710,E20CB,-
30866,炮,2,四驱,AT,145,汽油,2045,GW4C20B,-
30867,炮,2,后驱,AT,145,汽油,1945,GW4C20B,-
30868,炮,2,四驱,AT,145,汽油,2075,GW4C20B,-
30869,炮,2,后驱,AT,145,汽油,1975,GW4C20B,-
30870,炮,2,后驱,AT,145,汽油,1900,GW4C20B,-
30871,炮,2,四驱,MT,145,汽油,2005,GW4C20B,-
30872,炮,2,后驱,MT,145,汽油,1885,GW4C20B,-
30873,炮,2,四驱,MT,145,汽油,2010,GW4C20B,-
30874,炮,2,后驱,MT,145,汽油,1920,GW4C20B,-
30875,风骏7,2,四驱,MT,125,汽油,1880,GW4C20B,-
31013,沃尔沃XC90新能源,2,四驱,AT,262,插电式混合动力,2350,B4204T35,-
31014,沃尔沃XC90新能源,2,四驱,AT,262,插电式混合动力,2385,B4204T35,-
31015,沃尔沃XC90新能源,2,四驱,AT,262,插电式混合动力,2409,B4204T35,-
31031,沃尔沃V60 T4,2,前驱,AT,156,汽油,1731,B4204T44,-
31032,沃尔沃V60 T5,2,前驱,AT,187,汽油,1747,B4204T23,-
31033,沃尔沃XC90新能源,2,四驱,AT,262,插电式混合动力,2351,B4204T35,-
31034,沃尔沃XC90新能源,2,四驱,AT,262,插电式混合动力,2374,B4204T35,-
31988,雷克萨斯ES 200,2,前驱,CVT,127,汽油,1610,M20A,-
31989,雷克萨斯ES 200,2,前驱,CVT,127,汽油,1610,M20A,-
31990,雷克萨斯ES 200,2,前驱,CVT,127,汽油,1610,M20A,-
31991,雷克萨斯ES 200,2,前驱,CVT,127,汽油,1610,M20A,-
32455,奔驰CLA级AMG,2,四驱,AT,280,汽油,1604,133980,-
32456,奔驰CLS级 300,2,后驱,AT,190,汽油,1750,264920,-
32457,奔驰 CLS 350 4MATIC,2,四驱,AT,220,汽油,1871,264920,-
32458,奔驰 E 200 4MATIC,2,四驱,AT,135,汽油,1780,274920,-
32459,奔驰 E 200 4MATIC,2,四驱,AT,135,汽油,1861,274920,-
32460,奔驰E级(进口) 300,2,后驱,AT,190,汽油,1728,264920,-
32461,奔驰 E 350 4MATIC,2,四驱,AT,220,汽油,1840,264920,-
32462,奔驰 GLC 200,2,后驱,AT,135,汽油,1744,274920,-
32463,奔驰 GLC 200 4MATIC,2,四驱,AT,135,汽油,1804,274920,-
32464,奔驰 GLC 260 4MATIC,2,四驱,AT,155,汽油,1826,274920,-
32465,奔驰 GLC 300 4MATIC,2,四驱,AT,180,汽油,1840,274920,-
32466,奔驰 SLC 300,2,后驱,AT,180,汽油,1575,274920,-
32467,奔驰C级(进口) 300,2,后驱,AT,190,汽油,1650,264920,-
32468,奔驰 AMG GLA 45 4MATIC,2,四驱,AT,280,汽油,1631,133980,-
32469,奔驰C级(进口) 300,2,后驱,AT,190,汽油,1690,264920,-
32470,奔驰E级(进口) 300,2,后驱,AT,190,汽油,1807,264920,-
32472,奔驰 E 350 4MATIC,2,四驱,AT,220,汽油,1840,264920,-
32473,奔驰 GLE 350 4MATIC,2,四驱,AT,190,汽油,2205,264920,-
32479,奔驰E级(进口) 300,2,后驱,AT,190,汽油,1753,264920,-
32482,奔驰CLS级 300,2,后驱,AT,190,汽油,1750,264920,-
32483,奔驰 CLS 350 4MATIC,2,四驱,AT,220,汽油,1871,264920,-
32484,奔驰 SLC 260,2,后驱,AT,155,汽油,1540,274920,-
32485,奔驰 SLC 260,2,后驱,AT,155,汽油,1536,274920,-
33213,牧马人 四门款,2,四驱,AT,195.4,汽油,2049,N,-
33214,牧马人 四门款,2,四驱,AT,195.4,汽油,1991,N,-
33215,Stelvio,2,四驱,AT,206,汽油,1885,55273835,-
33216,Stelvio,2,四驱,AT,147,汽油,1885,55273835,-
33219,Giulia,2,后驱,AT,206,汽油,1650,55273835,-
33220,Giulia,2,后驱,AT,147,汽油,1625,55273835,-
33265,上汽MAXUS T60,2,后驱,AT,157,汽油,1750,20L4E,-
33428,上汽MAXUS T60,2,后驱,MT,120,柴油,1700,SC20M163Q6A,-
33429,上汽MAXUS T60,2,后驱,AT,120,柴油,1700,SC20M163Q6A,-
33431,上汽MAXUS T60,2,后驱,MT,120,柴油,1700,SC20M163Q6A,-
33432,上汽MAXUS T60,2,后驱,AT,120,柴油,1700,SC20M163Q6A,-
33437,上汽MAXUS T60,2,四驱,AT,120,柴油,1850,SC20M163Q6A,-
33438,上汽MAXUS T60,2,四驱,MT,120,柴油,1850,SC20M163Q6A,-
33450,炮,2,四驱,MT,122,柴油,2085,GW4D20M,-
33451,炮,2,后驱,MT,122,柴油,1980,GW4D20M,-
33452,炮,2,四驱,MT,122,柴油,2070,GW4D20M,-
33453,炮,2,后驱,MT,122,柴油,1955,GW4D20M,-
35214,捷豹F-TYPE,2,后驱,AT,221,汽油,1660,PT204,-
35215,捷豹F-TYPE,2,后驱,AT,221,汽油,1645,PT204,-
35216,捷豹F-PACE,2,后驱,AT,184,汽油,1889,PT204,-
35217,捷豹F-PACE,2,四驱,AT,184,汽油,1944,PT204,-
35222,发现,2,四驱,AT,221,汽油,2330,PT204,-
35223,捷豹F-PACE,2,后驱,AT,184,汽油,1889,PT204,-
35224,捷豹F-PACE,2,四驱,AT,184,汽油,1944,PT204,-
35236,捷豹F-PACE,2,四驱,AT,184,汽油,1974,PT204,-
35237,捷豹F-PACE,2,四驱,AT,221,汽油,1984,PT204,-
35238,捷豹F-PACE,2,四驱,AT,184,汽油,1974,PT204,-
35239,捷豹F-PACE,2,四驱,AT,221,汽油,1984,PT204,-
36546,MINI,2,前驱,AT,157,汽油,1509,B48A20A,-
36547,-,2,四驱,AT,157,汽油,1670,B48A20A,-
36548,宝马4系,2,后驱,AT,150,汽油,1635,B48B20A,-
36549,宝马Z4,2,后驱,AT,161,汽油,1475,B48B20B,-
36567,丰田86,2,后驱,AT,147,汽油,1331,FA20,-
36568,丰田86,2,后驱,MT,147,汽油,1308,FA20,-
36577,雷克萨斯NX 300,2,前驱,AT,175,汽油,1755,8AR,-
36578,雷克萨斯NX 300,2,四驱,AT,175,汽油,1765,8AR,-
36579,雷克萨斯NX 300,2,四驱,AT,175,汽油,1820,8AR,-
37394,锐界,2,前驱,AT,182,汽油,1850,CAF488WQB6,-
37395,锐界,2,前驱,AT,182,汽油,1916,CAF488WQB6,-
37396,锐界,2,前驱,AT,182,汽油,1954,CAF488WQB6,-
37397,锐界,2,前驱,AT,182,汽油,1933,CAF488WQB6,-
37398,锐界,2,前驱,AT,182,汽油,1970,CAF488WQB6,-
37399,锐界,2,四驱,AT,182,汽油,2029,CAF488WQB6,-
37400,锐界,2,四驱,AT,182,汽油,2057,CAF488WQB6,-
37402,金牛座,2,前驱,AT,182,汽油,1746,CAF488WQA6,-
37403,金牛座,2,前驱,AT,182,汽油,1803,CAF488WQA6,-
44078,雷克萨斯NX 300h,2.5,前驱,CVT,114,混合动力,1820,2AR,-
44079,雷克萨斯NX 300h,2.5,四驱,CVT,114,混合动力,1880,2AR,-
44080,雷克萨斯NX 300h,2.5,前驱,CVT,114,混合动力,1820,2AR,-
44081,雷克萨斯NX 300h,2.5,四驱,CVT,114,混合动力,1880,2AR,-
44082,威尔法,2.5,四驱,CVT,86,混合动力,2270,2AR,-
44083,威尔法,2.5,四驱,CVT,86,混合动力,2290,2AR,-
44084,埃尔法,2.5,四驱,CVT,86,混合动力,2270,2AR,-
44085,埃尔法,2.5,四驱,CVT,86,混合动力,2290,2AR,-
48204,Stelvio,2.9,四驱,AT,375,汽油,1995,670051007,-
48205,Giulia,2.9,后驱,AT,375,汽油,1730,670050436,-
48290,飞行家,3,四驱,AT,261,汽油,2617,Y,-
48291,飞行家,3,四驱,AT,261,汽油,2622,Y,-
48584,宝马M4,3,后驱,AT,352,汽油,1640,S55B30A,-
48585,宝马M4,3,后驱,AT,352,汽油,1855,S55B30A,-
48586,宝马M4,3,后驱,AT,368,汽油,1650,S55B30A,-
48587,宝马M4,3,后驱,AT,368,汽油,1855,S55B30A,-
48907,捷豹F-TYPE,3,后驱,AT,250,汽油,1740,306PS,-
48908,捷豹F-TYPE,3,后驱,AT,250,汽油,1745,306PS,-
48909,发现,3,四驱,AT,250,汽油,2405,306PS,-
48910,揽胜星脉,3,四驱,AT,250,汽油,2074,306PS,-
48911,捷豹F-PACE,3,四驱,AT,280,汽油,2049,306PS,-
49207,奔驰 SL 400,3,后驱,AT,270,汽油,1745,276825,-
49208,奔驰 AMG GLC 43 4MATIC,3,四驱,AT,270,汽油,1916,276823,-
49209,奔驰 AMG GLC 43 4MATIC,3,四驱,AT,270,汽油,1941,276823,-
49210,奔驰 AMG GLE 43 4MATIC,3,四驱,AT,287,汽油,2343,276821,-
49211,奔驰 GLS 320 4MATIC,3,四驱,AT,200,汽油,2494,276821,-
49212,奔驰 GLS 400 4MATIC,3,四驱,AT,245,汽油,2529,276821,-
49213,揽胜运动版,3,四驱,AT,294,汽油,2475,PT306,-
49214,揽胜运动版,3,四驱,AT,294,汽油,2485,PT306,-
49215,揽胜运动版,3,四驱,AT,265,汽油,2446,PT306,-
49216,揽胜运动版,3,四驱,AT,265,汽油,2419,PT306,-
49217,揽胜运动版,3,四驱,AT,265,汽油,2455,PT306,-
49218,奔驰 AMG C 43 4MATIC,3,后驱,AT,287,汽油,1841,276823,-
49219,奔驰 AMG C 43 4MATIC,3,后驱,AT,287,汽油,1825,276823,-
49221,奔驰 S 560 e L,3,后驱,AT,270,插电式混合动力,2403,276824,-
49222,揽胜,3,四驱,AT,265,汽油,2475,PT306,-
49223,揽胜,3,四驱,AT,294,汽油,2590,PT306,-
49434,奔驰 S 500 L 4MATIC,3,四驱,AT,320,汽油,2257,256930,-
49435,奔驰 GLE 450 4MATIC,3,四驱,AT,270,汽油,2369,256930,-
49436,奔驰 Mercedes-AMG GT 50,3,后驱,AT,270,汽油,2038,256930,-
49437,奔驰 AMG E 53 4MATIC+,3,-,AT,320,汽油,2014,256930,-
49438,奔驰 AMG E 53 4MATIC+,3,-,AT,320,汽油,2026,256930,-
49439,奔驰 Mercedes-AMG GT 53 4MATIC+,3,-,AT,320,汽油,2101,256930,-
49844,雷克萨斯RX 450h,3.5,四驱,CVT,193,混合动力,2165,2GR,-
49845,雷克萨斯RX 450hL,3.5,四驱,CVT,193,混合动力,2240,2GR,-
49846,雷克萨斯RX 450hL,3.5,四驱,CVT,193,混合动力,2250,2GR,-
49847,雷克萨斯RX 450hL,3.5,四驱,CVT,193,混合动力,2240,2GR,-
49848,雷克萨斯RX 450hL,3.5,四驱,CVT,193,混合动力,2250,2GR,-
49889,福特F-150,3.5,四驱,AT,280,汽油,2524,G,-
50189,迈凯伦,3.8,后驱,AT,397,汽油,1446,38JBAE,-
50190,迈凯伦,3.8,后驱,AT,419,汽油,1486,38JBAE,-
50191,迈凯伦,3.8,后驱,AT,419,汽油,1440,38JBAE,-
50192,迈凯伦,3.8,后驱,AT,419,汽油,1495,38JBAE,-
50193,迈凯伦,3.8,后驱,AT,419,汽油,1356,38JBAE,-
50194,迈凯伦,3.8,后驱,AT,419,汽油,1404,38JBAE,-
50338,阿斯顿·马丁DB11 V8,4,后驱,AMT,375,汽油,1760,177950,-
50339,阿斯顿·马丁DB11 V8 Volante,4,后驱,AMT,375,汽油,1870,177950,-
50340,V8 Vantage,4,后驱,AMT,375,汽油,1690,177950,-
50341,奔驰G级AMG,4,四驱,AT,430,汽油,2636,177980,-
50342,奔驰 AMG GLC 63 4MATIC+,4,-,AT,350,汽油,2121,177980,-
50343,奔驰 AMG GLC 63 4MATIC+,4,-,AT,350,汽油,2130,177980,-
50344,奔驰 AMG GLC 63 4MATIC+,4,-,AT,350,汽油,2076,177980,-
50345,奔驰 AMG GLC 63 4MATIC+,4,-,AT,350,汽油,2084,177980,-
50346,奔驰 AMG GLC 63 S 4MATIC+,4,-,AT,375,汽油,2121,177980,-
50347,奔驰 AMG S 63 4MATIC+,4,-,AT,450,汽油,2126,177980,-
50348,奔驰G级 500,4,四驱,AT,310,汽油,2536,176980,-
50349,AMG GT,4,后驱,AT,350,汽油,1686,178980,-
50350,奔驰 Mercedes-AMG GT C,4,后驱,AT,410,汽油,1691,178980,-
50351,奔驰 Mercedes-AMG GT R,4,后驱,AT,430,汽油,1676,178980,-
50352,奔驰 Mercedes-AMG GT S,4,后驱,AT,384,汽油,1694,178980,-
50353,奔驰C级AMG 63,4,后驱,AT,350,汽油,1821,177980,-
50354,奔驰C级AMG 63,4,后驱,AT,350,汽油,1869,177980,-
50355,奔驰C级AMG 63 S,4,后驱,AT,375,汽油,1819,177980,-
50356,奔驰C级AMG 63 S,4,后驱,AT,375,汽油,1878,177980,-
50357,奔驰 Mercedes-AMG GT 63 S 4MATIC+,4,-,AT,470,汽油,2145,177980,-
50358,奔驰 AMG E 63 S 4MATIC+,4,-,AT,450,汽油,2060,177980,-
50387,迈凯伦,4,后驱,AT,530,汽油,1419,40JBAG14,-
50388,迈凯伦,4,后驱,AT,530,汽油,1468,40JBAG14,-
50764,阿斯顿·马丁DBS,5.2,后驱,AMT,533,汽油,1845,AE31\/,-
50765,阿斯顿·马丁DB11,5.2,后驱,AMT,470,汽油,1870,AE31\/,-
50924,奔驰 AMG S 65 L,6,后驱,AT,463,汽油,2327,279980,-
50925,奔驰 S 680 MAYBACH,6,后驱,AT,463,汽油,2424,279980,-
50926,奔驰 S 680 Pullman,6,后驱,AT,463,汽油,2980,279980,-
