RY00031,奔驰C300L,2.0,后驱,AT,190,汽油,1660,264920,4784*1810*1457
RY00032,宋Pro,1.5,前驱,DCT,118,汽油,1592,BYD476ZQB,4650*1860*1700
RY00033,宋MAX,1.5,前驱,DCT,118,汽油,1610,BYD476ZQB,4680*1810*1680
RY00034,比亚迪F3,1.5,前驱,MT,80,汽油,1210,BYD473QF,4533*1705*1490
RY00035,比亚迪F3,1.5,前驱,MT,80,汽油,1210,BYD473QF,4605*1705*1490
RY00036,比亚迪F3,1.5,前驱,MT,80,汽油,1210,BYD473QF,4617*1716*1480
RY00037,森雅R9,1.2,前驱,MT,105,汽油,1438,CA4GA12TD-31,4505*1835*1675
RY00038,森雅R9,1.2,前驱,DCT,105,汽油,1480,CA4GA12TD-31,4505*1835*1675
RY00039,森雅R9,1.2,前驱,DCT,105,汽油,1480,CA4GA12TD-31,4505*1835*1675
RY00040,森雅R9,1.2,前驱,MT,105,汽油,1438,CA4GA12TD-31,4505*1835*1675
RY00041,森雅R7,1.6,前驱,AT,85,汽油,1340,CA4GB17,4305*1780*1655
RY00042,森雅R7,1.6,前驱,AT,85,汽油,1340,CA4GB18,4305*1780*1655
RY00043,森雅R7,1.6,前驱,AT,84,汽油,1354,CA4GB16-11,4305;4344*1780;1773*1655;1674
RY00044,森雅R7,1.6,前驱,MT,85,汽油,1290,CA4GB16,4305*1780*1655
RY00045,森雅R7,1.6,前驱,MT,84,汽油,1319,CA4GB16-11,4305;4344*1780;1773*1655;1674
RY00046,锐界,2.0,前驱,AT,182,汽油,1850,CAF488WQB5,4878*1925*1734
RY00047,锐界,2.0,前驱,AT,182,汽油,1916,CAF488WQB5,4878*1925*1734;1770
RY00048,锐界,2.0,前驱,AT,182,汽油,1963,CAF488WQB5,4878*1925*1734;1770
RY00049,锐界,2.0,四驱,AT,182,汽油,2029,CAF488WQB5,4878*1925*1734;1770
RY00050,锐界,2.0,四驱,AT,182,汽油,2057,CAF488WQB5,4878*1925*1734;1770
RY00051,锐界,2.0,四驱,AT,182,汽油,2111,CAF488WQB5,4878*1925*1770
RY00052,锐界,2.0,前驱,AT,182,汽油,1850,CAF488WQB6,4878*1925*1734
RY00053,锐界,2.0,前驱,AT,182,汽油,1916,CAF488WQB6,4878*1925*1734
RY00054,锐界,2.0,前驱,AT,182,汽油,1954,CAF488WQB6,4878*1925*1734
RY00055,锐界,2.0,前驱,AT,182,汽油,1933,CAF488WQB6,4878*1925*1734
RY00056,福克斯,1.0,前驱,AT,94,汽油,1348,CAF372WQ25,4647*1810*1468
RY00057,锐界,2.0,前驱,AT,182,汽油,1970,CAF488WQB6,4878*1925*1770
RY00058,锐界,2.0,四驱,AT,182,汽油,2029,CAF488WQB6,4878*1925*1734;1770
RY00059,锐界,2.0,四驱,AT,182,汽油,2057,CAF488WQB6,4878*1925*1734;1770
RY00060,锐界,2.0,四驱,AT,182,汽油,2098,CAF488WQB6,4878*1925*1734;1770
RY00061,锐界,2.7,四驱,AT,239,汽油,2188,GTDIQ8,4878*1925*1770
RY00062,福克斯,1.0,前驱,AT,94,汽油,1356,CAF372WQ26,4647*1810*1468
RY00063,福克斯,1.0,前驱,AT,94,汽油,1346,CAF372WQ25,4378*1810*1468
RY00064,福克斯,1.5,前驱,AT,135,汽油,1350,CAF384WQ05,4647*1810*1468
RY00065,福克斯,1.5,前驱,AT,135,汽油,1371,CAF384WQ05,4647*1810*1468
RY00066,福克斯,1.5,前驱,AT,135,汽油,1397,CAF384WQ05,4647*1810*1468
RY00067,福克斯,1.5,前驱,AT,135,汽油,1410,CAF384WQ05,4671*1810*1454
RY00068,福克斯,1.5,前驱,AT,135,汽油,1410,CAF384WQ05,4652*1810*1468
RY00069,福克斯,1.5,前驱,AT,90,汽油,1314,CAF384Q15,4647*1810*1468
RY00070,福克斯,1.5,前驱,AT,128,汽油,1356,CAF384WQ06,4647*1810*1468
RY00071,福克斯,1.5,前驱,AT,128,汽油,1377,CAF384WQ06,4647*1810*1468
RY00072,福克斯,1.5,前驱,AT,128,汽油,1403,CAF384WQ06,4647*1810*1468
RY00073,福克斯,1.5,前驱,AT,128,汽油,1416,CAF384WQ06,4671*1810*1454
RY00074,福克斯,1.5,前驱,AT,128,汽油,1416,CAF384WQ06,4652*1810*1468
RY00075,福克斯,1.0,前驱,AT,94,汽油,1354,CAF372WQ26,4378*1810*1468
RY00076,福克斯,1.5,前驱,AT,135,汽油,1339,CAF384WQ05,4378*1810*1468
RY00077,福克斯,1.5,前驱,AT,135,汽油,1360,CAF384WQ05,4378*1810*1468
RY00078,福克斯,1.5,前驱,AT,128,汽油,1392,CAF384WQ06,4378*1810*1468
RY00079,福克斯,1.5,前驱,AT,135,汽油,1385,CAF384WQ05,4378*1810*1468
RY00080,福克斯,1.5,前驱,AT,135,汽油,1399,CAF384WQ05,4404*1810*1454
RY00081,福克斯,1.5,前驱,AT,135,汽油,1403,CAF384WQ05,4397*1848*1504
RY00082,福克斯,1.5,前驱,AT,135,汽油,1415,CAF384WQ05,4397*1848*1504
RY00083,福克斯,1.5,前驱,AT,135,汽油,1399,CAF384WQ05,4382*1810*1468
RY00084,福克斯,1.5,前驱,AT,90,汽油,1314,CAF384Q15,4378*1810*1468
RY00085,福克斯,1.5,前驱,AT,128,汽油,1345,CAF384WQ06,4378*1810*1468
RY00086,福克斯,1.5,前驱,AT,128,汽油,1367,CAF384WQ06,4378*1810*1468
RY00087,福克斯,1.5,前驱,AT,128,汽油,1411,CAF384WQ06,4404*1810*1454
RY00088,福克斯,1.5,前驱,AT,128,汽油,1410,CAF384WQ06,4397*1848*1504
RY00089,福克斯,1.5,前驱,AT,128,汽油,1422,CAF384WQ06,4397*1848*1504
RY00090,福克斯,1.5,前驱,AT,128,汽油,1411,CAF384WQ06,4382*1810*1468
RY00091,金牛座,2.0,前驱,AT,182,汽油,1742,CAF488WQA5,5018*1884*1506
RY00092,金牛座,2.0,前驱,AT,182,汽油,1746,CAF488WQA6,5018*1884*1506
RY00093,金牛座,2.0,前驱,AT,182,汽油,1803,CAF488WQA6,5018*1884*1506
RY00094,金牛座,2.0,前驱,AT,182,汽油,1798,CAF488WQA5,5018*1884*1506
RY00095,风骏7,2.0,四驱,MT,125,汽油,1850,GW4C20B,5395*1800*1740;1760
RY00096,风骏7,2.0,后驱,MT,125,汽油,1750,GW4C20B,5395*1800*1740;1760
RY00097,风骏7,2.0,后驱,MT,125,汽油,1700,GW4C20B,5095*1800*1740;1760
RY00098,风骏7,2.0,后驱,MT,125,汽油,1820,GW4C20B,5395*1800*1860
RY00099,风骏7,2.0,四驱,MT,125,汽油,1880,GW4C20B,5395*1800*1860
RY00100,风骏7,2.0,后驱,MT,125,汽油,1758,GW4C20B,5095*1800*1860
RY00101,北汽昌河A6,1.5,前驱,MT,83,汽油,1210,A151A1,4620*1810*1485
RY00102,揽胜极光,2.0,四驱,AT,183,汽油,1955,PT204,4371*1904*1649
RY00103,荣威RX8,2.0,四驱,AT,165,汽油,2115,20L4E,4923*1930*1810;1840
RY00104,名爵6,1.5,前驱,AT,124,汽油,1335,15E4E,4695*1848*1462
RY00105,荣威i6,1.6,前驱,CVT,92,汽油,1245,16S4C,4671*1835*1464
RY00106,荣威i6,1.6,前驱,MT,92,汽油,1215,16S4C,4671*1835*1464
RY00107,云逸 C4 AIRCROSS,1.2,前驱,DCT,100,汽油,1280,HN05,4270*1770*1615;1655
RY00108,标致408,1.2,前驱,DCT,100,汽油,1325,HN05,4750*1820*1488
RY00109,轩逸,1.6,前驱,CVT,93,汽油,1230,HR16,4631*1760*1503
RY00110,轩逸,1.6,前驱,CVT,93,汽油,1243,HR16,4631*1760*1503
RY00111,享域,1.0,前驱,CVT,90,汽油,1312,P10A5,4756*1804*1509
RY00112,享域,1.0,前驱,CVT,90,汽油,1312,P10A5,4756*1804*1509
RY00113,享域,1.0,前驱,CVT,90,汽油,1312,P10A5,4756*1804*1509
RY00114,本田XR-V,1.5,前驱,MT,96,汽油,1225,L15B5,4328*1772*1610
RY00115,本田XR-V,1.5,前驱,CVT,96,汽油,1232,L15B5,4328*1772*1610
RY00116,本田XR-V,1.5,前驱,CVT,96,汽油,1266,L15B5,4328*1772*1610
RY00117,本田XR-V,1.5,前驱,CVT,96,汽油,1214,L15B5,4270;4270;4328*1772*1605;1605;1610
RY00118,本田XR-V,1.5,前驱,CVT,96,汽油,1250,L15B5,4270;4270;4328*1772*1605;1605;1610
RY00119,本田XR-V,1.5,前驱,CVT,96,汽油,1258,L15B5,4328*1772*1610
RY00120,本田XR-V,1.5,前驱,CVT,96,汽油,1222,L15B5,4328*1772*1610
RY00121,本田XR-V,1.5,前驱,CVT,130,汽油,1352,L15BS,4328*1772*1610
RY00122,本田XR-V,1.5,前驱,MT,96,汽油,1208,L15B5,4270;4270;4328*1772*1605;1605;1610
RY00123,本田XR-V,1.5,前驱,MT,96,汽油,1217,L15B5,4328*1772*1610
RY00124,本田XR-V,1.5,前驱,CVT,96,汽油,1271,L15B5,4328*1772*1610
RY00125,本田XR-V,1.5,前驱,CVT,96,汽油,1256,L15B5,4328*1772*1610
RY00126,本田XR-V,1.5,前驱,CVT,96,汽油,1264,L15B5,4328*1772*1610
RY00127,本田XR-V,1.5,前驱,CVT,130,汽油,1390,L15BS,4328*1772*1610
RY00128,本田XR-V,1.5,前驱,CVT,130,汽油,1398,L15BS,4328*1772*1610
RY00129,东南DX7,1.5,前驱,AT,115,汽油,1555,4A91T,4585*1900*1718
RY00130,东南DX7,1.5,前驱,AT,115,汽油,1541,4A91T,4585*1900*1718
RY00131,东南DX3,1.5,前驱,MT,88,汽油,1300,4A91,4354*1840*1654;1670
RY00132,东南DX3,1.5,前驱,MT,88,汽油,1300,4A91,4354*1840*1654;1670
RY00133,东南DX3,1.5,前驱,MT,88,汽油,1300,4A91,4354*1840*1654;1670
RY00134,东风小康K02L,1.2,后驱,MT,67,汽油,990,DK12C,4600*1560*1840;1875
RY00135,东风小康K01L,1.2,后驱,MT,67,汽油,910,DK12C,4435*1560*1825;1855
RY00136,东风小康C35,1.5,后驱,MT,82,汽油,1275,DK15C,4740;4940*1655*2520
RY00137,东风小康C35,1.5,后驱,MT,82,汽油,1205,DK15C,4730*1755;1655*2520
RY00138,东风风光330,1.5,后驱,MT,85,汽油,1235,DK151B,4365*1705*1770;1790
RY00139,东风风光580,1.5,前驱,CVT,110,汽油,1590,SFG15TA,4715*1845*1715
RY00140,东风风光ix5,1.5,前驱,CVT,110,汽油,1590,SFG15TA,4685*1865*1645
RY00141,奥迪Q5L,2.0,四驱,DCT,140,汽油,1860,CWN,4765;4753*1893*1659
RY00142,奥迪Q5L,2.0,四驱,DCT,140,汽油,1875,DKU,4765;4753*1893*1659
RY00143,奥迪Q5L,2.0,四驱,DCT,185,汽油,1880,CWP,4765;4753*1893*1659
RY00144,奥迪Q5L,2.0,四驱,DCT,185,汽油,1900,CWP,4765;4753*1893*1659
RY00145,奥迪Q5L,2.0,四驱,DCT,185,汽油,1895,DKW,4765;4753*1893*1659
RY00146,奥迪Q5L,2.0,四驱,DCT,185,汽油,1940,DKW,4765;4753*1893*1659
RY00147,大指挥官,2.0,四驱,AT,195,汽油,1995,46338538,4873*1892*1738
RY00148,大指挥官,2.0,四驱,AT,195,汽油,1935,46338538,4873*1892*1738
RY00149,指南者,1.3,前驱,DCT,127,汽油,1427,46338779,4415*1819*1635
RY00150,指南者,1.3,前驱,DCT,127,汽油,1500,46338779,4415*1819*1635
RY00151,指南者,1.3,前驱,DCT,127,汽油,1525,46338779,4415*1819*1635
RY00152,指南者,1.3,前驱,DCT,127,汽油,1427,46338779,4415*1819*1635
RY00153,指南者,1.3,前驱,DCT,127,汽油,1500,46338779,4415*1819*1635
RY00154,指南者,1.3,前驱,DCT,127,汽油,1525,46338779,4415*1819*1635
RY00155,指南者,1.3,四驱,AT,127,汽油,1575,46338779,4415*1819*1650
RY00156,奕歌,1.5,前驱,CVT,125,汽油,1577,4B40,4405*1805*1685
RY00157,奕歌,1.5,前驱,MT,125,汽油,1458,4B40,4405*1805*1685
RY00158,奕歌,1.5,前驱,CVT,125,汽油,1542,4B40,4405*1805*1685
RY00159,奕歌,1.5,前驱,CVT,125,汽油,1561,4B40,4405*1805*1685
RY00160,奕歌,1.5,前驱,CVT,125,汽油,1564,4B40,4405*1805*1685
RY00161,奕歌,1.5,四驱,CVT,125,汽油,1628,4B40,4405*1805*1685
RY00162,奕歌,1.5,前驱,MT,125,汽油,1474,4B40,4405*1805*1685
RY00163,奕歌,1.5,前驱,CVT,125,汽油,1557,4B40,4405*1805*1685
RY00164,奕歌,1.5,前驱,CVT,125,汽油,1580,4B40,4405*1805*1685
RY00165,奕歌,1.5,四驱,CVT,125,汽油,1644,4B40,4405*1805*1685
RY00166,雷凌,1.2,前驱,CVT,85,汽油,1370,9NR,4640*1780*1435;1455
RY00167,雷凌,1.2,前驱,CVT,85,汽油,1370,9NR,4640*1780*1435;1455
RY00168,雷凌,1.8,前驱,CVT,72,混合动力,1420,8ZR,4640*1780*1455
RY00169,雷凌,1.8,前驱,CVT,72,混合动力,1410,8ZR,4640*1780*1455
RY00170,雷凌,1.8,前驱,CVT,72,混合动力,1430,8ZR,4640*1780*1455
RY00171,雷凌,1.2,前驱,CVT,85,汽油,1370,9NR,4640*1780*1455
RY00172,雷凌,1.2,前驱,CVT,85,汽油,1360,9NR,4640*1780*1455
RY00173,雷凌,1.2,前驱,CVT,85,汽油,1350,9NR,4640*1780*1455
RY00174,雷凌,1.2,前驱,CVT,85,汽油,1370,9NR,4640*1780*1455
RY00175,雷凌,1.2,前驱,CVT,85,汽油,1360,9NR,4640*1780*1455
RY00176,雷凌,1.2,前驱,CVT,85,汽油,1350,9NR,4640*1780*1455
RY00177,雷凌,1.2,前驱,CVT,85,汽油,1350,9NR,4640*1780*1455
RY00178,雷凌,1.2,前驱,CVT,85,汽油,1350,9NR,4640*1780*1455
RY00179,雷凌,1.8,前驱,CVT,72,混合动力,1430,8ZR,4640*1780*1455
RY00180,雷凌,1.8,前驱,CVT,72,混合动力,1420,8ZR,4640*1780*1455
RY00181,雷凌,1.8,前驱,CVT,72,混合动力,1410,8ZR,4640*1780*1455
RY00182,雷凌,1.8,前驱,CVT,72,混合动力,1430,8ZR,4640*1780*1455
RY00183,雷凌,1.8,前驱,CVT,72,混合动力,1430,8ZR,4640*1780*1455
RY00184,雷凌,1.8,前驱,CVT,72,混合动力,1410,8ZR,4640*1780*1455
RY00185,雷凌,1.8,前驱,CVT,72,混合动力,1410,8ZR,4640*1780*1455
RY00186,汉腾X5,1.5,前驱,MT,115,汽油,1410,TLE4G15D,4501*1820*1648
RY00187,汉腾X5,1.5,前驱,AT,115,汽油,1444,TLE4G15D,4501*1820*1648
RY00188,瑞风M3,1.8,后驱,MT,98,汽油,1575,LJ4A18Q6,4651*1765*1900
RY00189,康铃,1.2,后驱,MT,64,汽油,1760,LJ469Q-1AEB,4760;4970*1680;1730*2500;2950
RY00190,帅铃T6,2.0,后驱,MT,102,柴油,1855,HFC4DB2-1D1,5315;5605*1830;1880*1840;1905;2100;2170
RY00191,瑞风M4,2.0,后驱,MT,106,汽油,1930,LJ481Q6,5200*1890*1980
RY00192,博越,1.8,前驱,DCT,135,汽油,1680,JLE-4G18TDC,4544*1831*1713
RY00193,博越 PRO,1.8,前驱,DCT,135,汽油,1680,JLE-4G18TDC,4544*1831*1713
RY00194,博越 PRO,1.5,前驱,AT,130,汽油,1610,JLH-3G15TD,4544*1831*1713
RY00195,帝豪GS,1.4,前驱,MT,104,汽油,1425,JLB-4G14TB,4440*1833*1558;1573
RY00196,帝豪GL,1.4,前驱,CVT,104,汽油,1440,JLB-4G14TB,4725*1802*1478
RY00197,博越 PRO,1.5,四驱,DCT,130,汽油,1730,JLH-3G15TD,4544*1831*1713
RY00198,博越,1.5,前驱,DCT,130,汽油,1745,JLH-3G15TD,4544*1831*1713
RY00199,博越,1.5,四驱,DCT,130,汽油,1745,JLH-3G15TD,4544*1831*1713
RY00200,博越 PRO,1.5,四驱,DCT,130,汽油,1745,JLH-3G15TD,4544*1831*1713
RY00201,博越,1.8,前驱,DCT,135,汽油,1685,JLE-4G18TDC,4544*1831*1713
RY00202,博越 PRO,1.8,前驱,DCT,135,汽油,1685,JLE-4G18TDC,4544*1831*1713
RY00203,博越,1.8,前驱,DCT,135,汽油,1690,JLE-4G18TDC,4519*1831*1694
RY00204,博越,1.8,前驱,DCT,135,汽油,1690,JLE-4G18TDC,4519*1831*1694
RY00205,博越 PRO,1.5,前驱,MT,130,汽油,1585,JLH-3G15TD,4544*1831*1713
RY00206,帝豪GS,1.4,前驱,CVT,104,汽油,1465,JLB-4G14TB,4440*1833*1558;1573
RY00207,帝豪GL,1.4,前驱,MT,104,汽油,1400,JLB-4G14TB,4725*1802*1478
RY00208,帝豪GS,1.5,前驱,DCT,130,汽油,1475,JLH-3G15TD,4440*1833*1558;1573
RY00209,帝豪GL,1.5,前驱,DCT,130,汽油,1460,JLH-3G15TD,4725*1802*1478
RY00210,帝豪GL新能源,1.5,前驱,DCT,130,插电式混合动力,1650,JLH-3G15TD,4725*1802*1493
RY00211,帝豪GL新能源,1.5,前驱,DCT,130,插电式混合动力,1650,JLH-3G15TD,4725*1802*1493
RY00212,鑫源T22S,1.3,后驱,MT,63,汽油,1260,SWCG12,5470*1635*2070
RY00213,鑫源T32S,1.5,后驱,MT,80,汽油,1450,SWCG14,5550*1775*2120
RY00214,鑫源T20S,1.3,后驱,MT,63,汽油,1260,SWCG12,5200*1635*2070
RY00215,鑫源T30S,1.3,后驱,MT,63,汽油,1435,SWCG12,5420*1775*2100
RY00216,鑫源T30S,1.5,后驱,MT,80,汽油,1435,SWCG14,5420*1775*2100
RY00217,鑫源T22S,1.3,后驱,MT,63,汽油,1300,SWCG12,5470*1635*2070
RY00218,鑫源T30S,1.3,后驱,MT,63,汽油,1435,SWCG12,5420*1775*2100
RY00219,鑫源T30S,1.5,后驱,MT,80,汽油,1435,SWCG14,5420*1775*2100
RY00220,鑫源T32S,1.3,后驱,MT,63,汽油,1525,SWCG12,5550*1775*2120
RY00221,鑫源T32S,1.5,后驱,MT,80,汽油,1525,SWCG14,5550*1775*2120
RY00222,鑫源T30S,1.5,后驱,MT,80,汽油,1435,SWCG14,5420*1775*2100
RY00223,鑫源T22S,1.3,后驱,MT,63,汽油,1320,SWCG12,5470*1635*2580
RY00224,鑫源T32S,1.5,后驱,MT,80,汽油,1490,SWCG14,5550*1775*2580
RY00225,鑫源T32S,1.5,后驱,MT,80,汽油,1490,SWCG14,5550*1775*2580
RY00226,鑫源T32S,1.3,后驱,MT,63,汽油,1540,SWCG12,5550*1775*2580
RY00227,鑫源T22S,1.5,后驱,MT,80,汽油,1320,SWCG14,5470*1635*2580
RY00228,缤越,1.5,前驱,DCT,130,汽油,1390,JLH-3G15TD,4330*1800*1609
RY00229,领克01,2.0,前驱,AT,140,汽油,1578,JLH-4G20TD,4512*1857*1650;1673;1689
RY00230,领克01,2.0,前驱,AT,140,汽油,1578,B4204T30,4512*1857*1650;1673;1689
RY00231,领克01新能源,1.5,前驱,DCT,132,插电式混合动力,1769,JLH-3G15TD,4512*1857*1673;1689
RY00232,大乘G60,1.6,前驱,MT,85,汽油,1420,JT16N,4540*1840*1685
RY00233,大乘G60,1.5,前驱,MT,120,汽油,1440,JT15T,4550*1840*1685
RY00234,大乘G60,1.6,前驱,MT,85,汽油,1390,JT16N,4550*1840*1685
RY00235,大乘G60,1.5,前驱,CVT,110,汽油,1460,4A91T,4550*1840*1685
RY00236,君马S70,1.5,前驱,MT,115,汽油,1606,TNN4G15TA,4746*1882*1700
RY00237,君马S70,1.5,前驱,AT,115,汽油,1611,TNN4G15TA,4746*1882*1700
RY00238,域虎,2.4,后驱,MT,103,柴油,1922,JX4D24A5L,5765*1828;1905*1835
RY00239,铃拓,2.5,后驱,AT,95,柴油,1940,JE4D25Q5A,5580*1860*1830
RY00240,铃拓,2.5,后驱,AT,95,柴油,1900,JE4D25Q5A,5295*1860*1830
RY00241,铃拓,2.5,四驱,AT,95,柴油,2050,JE4D25Q5A,5580*1860*1830
RY00242,-,1.5,后驱,MT,73,汽油,1201,L3C,4525*1595*2455
RY00243,-,1.5,后驱,MT,73,汽油,1218,L3C,4560*1615*2400
RY00244,-,1.5,后驱,MT,73,汽油,1260,L3C,4640*1615*2400
RY00245,-,1.5,后驱,MT,73,汽油,1265,L3C,4605*1595*2455
RY00246,-,1.5,后驱,MT,73,汽油,1506,L3C,4575*1615*2370
RY00247,-,1.5,后驱,MT,73,汽油,1536,L3C,4575*1615*2370
RY00248,-,1.5,后驱,MT,73,汽油,1320,L3C,4585*1595;1633*2345
RY00249,-,1.5,后驱,MT,73,汽油,1235,L3C,4585*1595;1633*2345
RY00250,-,1.5,后驱,MT,73,汽油,1280,L3C,4585*1595;1633*2345
RY00251,-,1.5,后驱,MT,73,汽油,1360,L3C,4665*1610*2345
RY00252,风行T5,1.5,前驱,AT,115,汽油,1545,4J15T,4460*1820*1720
RY00253,风行T5,1.5,前驱,AT,115,汽油,1480,4J15T,4460*1820*1720
RY00254,五菱荣光小卡,1.5,后驱,MT,73,汽油,1105,L3C,4535*1595*1870
RY00255,五菱荣光小卡,1.5,后驱,MT,73,汽油,1206,L3C,4615*1595*1875
RY00256,五菱宏光V,1.5,后驱,MT,73,汽油,1206,LAR,4425*1670*1860
RY00257,五菱宏光V,1.5,后驱,MT,73,汽油,1221,LAR,4425*1670*1860
RY00258,五菱宏光,1.2,后驱,MT,60.3,汽油,1155,LMH,4420*1685*1755
RY00259,五菱宏光,1.5,后驱,MT,77,汽油,1190,L2B,4420*1685*1755
RY00260,五菱宏光,1.5,后驱,MT,73,汽油,1215,LAR,4420*1685*1755
RY00261,五菱宏光,1.5,后驱,MT,73,汽油,1221,LAR,4420*1685*1755
RY00262,五菱宏光V,1.5,后驱,MT,73,汽油,1240,LAR,4425*1670*1860
RY00263,五菱宏光V,1.5,后驱,MT,73,汽油,1265,LAR,4425*1670*1860
RY00264,五菱宏光V,1.5,后驱,MT,73,汽油,1230,LAR,4425*1670*1860
RY00265,五菱宏光,1.2,后驱,MT,60.3,汽油,1206,LMH,4420*1685*1755
RY00266,五菱宏光,1.2,后驱,MT,60.3,汽油,1215,LMH,4420*1685*1755
RY00267,宝骏530,1.5,前驱,MT,108,汽油,1541,LJO,4655*1835*1760
RY00268,宝骏530,1.5,前驱,MT,108,汽油,1560,LJO,4655*1835*1760
RY00269,宝骏530,1.5,前驱,MT,108,汽油,1541,LJO,4655*1835*1760
RY00270,宝骏530,1.5,前驱,MT,108,汽油,1560,LJO,4655*1835*1760
RY00271,五菱宏光S3,1.5,后驱,MT,108,汽油,1440,LJO,4655*1735*1790
RY00272,五菱宏光S3,1.5,后驱,MT,108,汽油,1470,LJO,4655*1735*1790
RY00273,五菱宏光S3,1.5,后驱,MT,108,汽油,1554,LJO,4655*1735*1790
RY00274,宝骏730,1.5,前驱,CVT,111,汽油,1564,LJO,4780*1780*1775;1755;1740
RY00275,宝骏510,1.5,前驱,CVT,77,汽油,1260,L2B,4220*1740*1625
RY00276,宝骏510,1.5,前驱,CVT,77,汽油,1290,L2B,4220*1740*1625
RY00277,博越 PRO,1.5,前驱,MT,130,汽油,1585,JLH-3G15TD,4544*1831*1713
RY00278,博越,1.8,前驱,DCT,135,汽油,1680,JLE-4G18TDC,4544*1831*1713
RY00279,博越 PRO,1.8,前驱,DCT,135,汽油,1680,JLE-4G18TDC,4544*1831*1713
RY00280,博越 PRO,1.5,前驱,AT,130,汽油,1610,JLH-3G15TD,4544*1831*1713
RY00281,博越 PRO,1.5,四驱,DCT,130,汽油,1730,JLH-3G15TD,4544*1831*1713
RY00282,博越,1.5,前驱,DCT,130,汽油,1745,JLH-3G15TD,4544*1831*1713
RY00283,博越,1.5,四驱,DCT,130,汽油,1745,JLH-3G15TD,4544*1831*1713
RY00284,博越 PRO,1.5,四驱,DCT,130,汽油,1745,JLH-3G15TD,4544*1831*1713
RY00285,领克01,1.5,前驱,DCT,132,汽油,1590,JLH-3G15TD,4512*1857*1650;1673;1689
RY00286,领克01,1.5,前驱,DCT,132,汽油,1645,JLH-3G15TD,4512*1857*1650;1673;1689
RY00287,博越,1.8,前驱,DCT,135,汽油,1685,JLE-4G18TDC,4544*1831*1713
RY00288,博越 PRO,1.8,前驱,DCT,135,汽油,1685,JLE-4G18TDC,4544*1831*1713
RY00289,博越,1.8,前驱,DCT,135,汽油,1690,JLE-4G18TDC,4519*1831*1694
RY00290,博越,1.8,前驱,DCT,135,汽油,1690,JLE-4G18TDC,4519*1831*1694
RY00291,01 HEV,1.5,前驱,DCT,105,混合动力,1736,JLH-3G15TB,4512*1857*1673;1689
RY00292,星越,2.0,前驱,AT,175,汽油,1670,JLH-4G20TDB,4605*1878*1643
RY00293,星越,2.0,四驱,AT,175,汽油,1740,JLH-4G20TDB,4605*1878*1643
