519,大众,一汽-大众,宝来/宝来经典,1.8,手动变速箱(MT),2004,宝来/宝来经典 2004款 1.8 手动豪华
516,大众,一汽-大众,宝来/宝来经典,1.8,手动变速箱(MT),2004,宝来/宝来经典 2004款 1.8 手动尊贵
1548,大众,一汽-大众,宝来/宝来经典,1.8,手动变速箱(MT),2005,宝来/宝来经典 2005款 1.8手动舒适
1806,大众,一汽-大众,宝来/宝来经典,1.8,手动变速箱(MT),2005,宝来/宝来经典 2005款 1.8奥运版
2417,大众,一汽-大众,宝来/宝来经典,1.8,手动变速箱(MT),2006,宝来/宝来经典 2006款 1.8 手动豪华 HL
538,大众,一汽-大众,宝来/宝来经典,1.8T,自动变速箱(AT),2004,宝来/宝来经典 2004款 1.8T 自动豪华
762,大众,一汽-大众,宝来/宝来经典,1.8T,自动变速箱(AT),2004,宝来/宝来经典 2004款 1.8T 自动尊贵
539,大众,一汽-大众,宝来/宝来经典,1.8T,手动变速箱(MT),2004,宝来/宝来经典 2004款 1.8T 手动舒适
716,大众,一汽-大众,宝来/宝来经典,1.8T,手动变速箱(MT),2004,宝来/宝来经典 2004款 1.8T 手动豪华
714,大众,一汽-大众,宝来/宝来经典,1.8T,手动变速箱(MT),2004,宝来/宝来经典 2004款 1.8T 手动尊贵
1739,大众,一汽-大众,宝来/宝来经典,1.8T,手动变速箱(MT),2005,宝来/宝来经典 2005款 1.8T R(运动版)
1396,大众,一汽-大众,宝来/宝来经典,1.9TD,手动变速箱(MT),2004,宝来/宝来经典 2004款 1.9 TDI
14885,大众,一汽-大众,捷达,1.4,手动变速箱(MT),2013,捷达 2013款 1.4L 手动时尚型
14886,大众,一汽-大众,捷达,1.4,手动变速箱(MT),2013,捷达 2013款 1.4L 手动舒适型
23208,大众,一汽-大众,捷达,1.4,手动变速箱(MT),2015,捷达 2015款 质惠版 1.4L 手动时尚型
20258,大众,一汽-大众,捷达,1.4,手动变速箱(MT),2015,捷达 2015款 1.4L 手动时尚型
23209,大众,一汽-大众,捷达,1.4,手动变速箱(MT),2015,捷达 2015款 质惠版 1.4L 手动舒适型
20259,大众,一汽-大众,捷达,1.4,手动变速箱(MT),2015,捷达 2015款 1.4L 手动舒适型
28706,大众,一汽-大众,捷达,1.4,手动变速箱(MT),2017,捷达 2017款 1.4L 手动时尚型
28707,大众,一汽-大众,捷达,1.4,手动变速箱(MT),2017,捷达 2017款 1.4L 手动舒适型
37063,大众,一汽-大众,捷达,1.4,手动变速箱(MT),2019,捷达 2019款 梦想版 1.4L 手动时尚型
37064,大众,一汽-大众,捷达,1.4,手动变速箱(MT),2019,捷达 2019款 梦想版 1.4L 手动舒适型
23201,大众,一汽-大众,捷达,1.4T,双离合变速箱(DCT),2015,捷达 2015款 质惠版 1.4TSI 自动运动型
20102,大众,一汽-大众,捷达,1.4T,双离合变速箱(DCT),2015,捷达 2015款 1.4TSI 自动运动型
28712,大众,一汽-大众,捷达,1.4T,双离合变速箱(DCT),2017,捷达 2017款 1.4TSI 自动运动版
28711,大众,一汽-大众,捷达,1.5,手动变速箱(MT),2017,捷达 2017款 1.5L 手动豪华型
28708,大众,一汽-大众,捷达,1.5,手动变速箱(MT),2017,捷达 2017款 1.5L 手动时尚型
28710,大众,一汽-大众,捷达,1.5,手动变速箱(MT),2017,捷达 2017款 1.5L 手动舒适型
37065,大众,一汽-大众,捷达,1.5,手动变速箱(MT),2019,捷达 2019款 梦想版 1.5L 手动时尚型
37067,大众,一汽-大众,捷达,1.5,手动变速箱(MT),2019,捷达 2019款 梦想版 1.5L 手动舒适型
28451,大众,一汽-大众,捷达,1.5,自动变速箱(AT),2017,捷达 2017款 1.5L 自动舒适型
28353,大众,一汽-大众,捷达,1.5,自动变速箱(AT),2017,捷达 2017款 1.5L 自动豪华型
28709,大众,一汽-大众,捷达,1.5,自动变速箱(AT),2017,捷达 2017款 1.5L 自动时尚型
37068,大众,一汽-大众,捷达,1.5,自动变速箱(AT),2019,捷达 2019款 梦想版 1.5L 自动舒适型
37066,大众,一汽-大众,捷达,1.5,自动变速箱(AT),2019,捷达 2019款 梦想版 1.5L 自动时尚型
14890,大众,一汽-大众,捷达,1.6,手动变速箱(MT),2013,捷达 2013款 1.6L 手动豪华型
14887,大众,一汽-大众,捷达,1.6,手动变速箱(MT),2013,捷达 2013款 1.6L 手动时尚型
14888,大众,一汽-大众,捷达,1.6,手动变速箱(MT),2013,捷达 2013款 1.6L 手动舒适型
20264,大众,一汽-大众,捷达,1.6,手动变速箱(MT),2015,捷达 2015款 1.6L 手动豪华型
23197,大众,一汽-大众,捷达,1.6,手动变速箱(MT),2015,捷达 2015款 质惠版 1.6L 手动时尚型
20260,大众,一汽-大众,捷达,1.6,手动变速箱(MT),2015,捷达 2015款 1.6L 手动时尚型
23199,大众,一汽-大众,捷达,1.6,手动变速箱(MT),2015,捷达 2015款 质惠版 1.6L 手动舒适型
20262,大众,一汽-大众,捷达,1.6,手动变速箱(MT),2015,捷达 2015款 1.6L 手动舒适型
14889,大众,一汽-大众,捷达,1.6,自动变速箱(AT),2013,捷达 2013款 1.6L 自动舒适型
14540,大众,一汽-大众,捷达,1.6,自动变速箱(AT),2013,捷达 2013款 1.6L 自动豪华型
18644,大众,一汽-大众,捷达,1.6,自动变速箱(AT),2013,捷达 2013款 1.6L 自动时尚型
23200,大众,一汽-大众,捷达,1.6,自动变速箱(AT),2015,捷达 2015款 质惠版 1.6L 自动舒适型
20263,大众,一汽-大众,捷达,1.6,自动变速箱(AT),2015,捷达 2015款 1.6L 自动舒适型
20266,大众,一汽-大众,捷达,1.6,自动变速箱(AT),2015,捷达 2015款 1.6L 自动豪华型
23198,大众,一汽-大众,捷达,1.6,自动变速箱(AT),2015,捷达 2015款 质惠版 1.6L 自动时尚型
20261,大众,一汽-大众,捷达,1.6,自动变速箱(AT),2015,捷达 2015款 1.6L 自动时尚型
26294,大众,一汽-大众,捷达,1.6,自动变速箱(AT),2016,捷达 2016款 1.6L 25周年纪念版
1465,大众,一汽-大众,捷达,1.6,自动变速箱(AT),2008,捷达 2008款 CIF+AT 春天型
4182,大众,一汽-大众,捷达,1.6,自动变速箱(AT),2008,捷达 2008款 GIF+AT 新前卫
1846,大众,一汽-大众,捷达,1.6,手动变速箱(MT),2005,捷达 2005款 CIF 伙伴
793,大众,一汽-大众,捷达,1.6,手动变速箱(MT),2005,捷达 2005款 GIF 前卫豪华型
6827,大众,一汽-大众,捷达,1.6,手动变速箱(MT),2005,捷达 2005款 CIF 舒适型
792,大众,一汽-大众,捷达,1.6,手动变速箱(MT),2005,捷达 2005款 CIF 基本型
2484,大众,一汽-大众,捷达,1.6,手动变速箱(MT),2006,捷达 2006款 GIF 前卫百万纪念版
1170,大众,一汽-大众,捷达,1.6,手动变速箱(MT),2008,捷达 2008款 CIF 春天型
4181,大众,一汽-大众,捷达,1.6,手动变速箱(MT),2008,捷达 2008款 GIF 前卫型
6816,大众,一汽-大众,捷达,1.6,手动变速箱(MT),2007,捷达 2007款 CIX 伙伴豪华型
4179,大众,一汽-大众,捷达,1.6,手动变速箱(MT),2008,捷达 2008款 CIX-P伙伴型
4765,大众,一汽-大众,捷达,1.6,自动变速箱(AT),2008,捷达 2008款 GIF+AT 前卫
7286,大众,一汽-大众,捷达,1.6,手动变速箱(MT),2010,捷达 2010款 1.6L 伙伴
7288,大众,一汽-大众,捷达,1.6,手动变速箱(MT),2010,捷达 2010款 1.6L 前卫
12575,大众,一汽-大众,捷达,1.6,手动变速箱(MT),2012,捷达 2012款 1.6L 典藏版
13490,大众,一汽-大众,捷达,1.6,手动变速箱(MT),2012,捷达 2012款 1.6L 前卫
9707,大众,一汽-大众,捷达,1.6,手动变速箱(MT),2012,捷达 2012款 1.6L 纪念版
4762,大众,一汽-大众,捷达,1.6,手动变速箱(MT),2008,捷达 2008款 CIF-P 伙伴
4764,大众,一汽-大众,捷达,1.6,手动变速箱(MT),2008,捷达 2008款 GIF 前卫
7287,大众,一汽-大众,捷达,1.9D,手动变速箱(MT),2010,捷达 2010款 1.9L 柴油先锋
1466,大众,一汽-大众,捷达,1.9D,手动变速箱(MT),2004,捷达 2004款 GDF 豪华型
4763,大众,一汽-大众,捷达,1.9D,手动变速箱(MT),2008,捷达 2008款 GDF-P 1.9L 柴油先锋
4180,大众,一汽-大众,捷达,1.9D,手动变速箱(MT),2008,捷达 2008款 GDF-V 1.9L 柴油先锋
38065,大众,大众(进口),途锐,2.0T,手自一体变速箱(AT),2019,途锐 2019款 2.0TSI 领航版
35819,大众,大众(进口),途锐,2.0T,手自一体变速箱(AT),2019,途锐 2019款 2.0TSI 锐翼版
5607,大众,大众(进口),途锐,3.0TD,自动变速箱(AT),2009,途锐 2009款 3.0T 柴油标准型
5608,大众,大众(进口),途锐,3.0TD,自动变速箱(AT),2009,途锐 2009款 3.0T 柴油豪华型
5609,大众,大众(进口),途锐,3.0TD,自动变速箱(AT),2009,途锐 2009款 3.0T 柴油顶配型
8943,大众,大众(进口),途锐,3.0TD,手自一体变速箱(AT),2011,途锐 2011款 3.0TDI 柴油标配型
8944,大众,大众(进口),途锐,3.0TD,手自一体变速箱(AT),2011,途锐 2011款 3.0TDI 柴油舒适型
8945,大众,大众(进口),途锐,3.0TD,手自一体变速箱(AT),2011,途锐 2011款 3.0TDI 柴油高配型
7272,大众,大众(进口),途锐,3.0TD,手自一体变速箱(AT),2011,途锐 2011款 3.0TDI 柴油豪华型
22947,大众,大众(进口),途锐,3.0TD,手自一体变速箱(AT),2015,途锐 2015款 3.0TDI 柴油标配型
22948,大众,大众(进口),途锐,3.0TD,手自一体变速箱(AT),2015,途锐 2015款 3.0TDI 柴油舒适型
8936,大众,大众(进口),途锐,3.0T,手自一体变速箱(AT),2011,途锐 2011款 3.0TSI 标配型
8937,大众,大众(进口),途锐,3.0T,手自一体变速箱(AT),2011,途锐 2011款 3.0TSI 舒适型
8914,大众,大众(进口),途锐,3.0T,手自一体变速箱(AT),2011,途锐 2011款 3.0TSI 高配型
8938,大众,大众(进口),途锐,3.0T,手自一体变速箱(AT),2011,途锐 2011款 3.0TSI 豪华型
14024,大众,大众(进口),途锐 X,3.0T,手自一体变速箱(AT),2013,途锐 2013款 3.0TSI X 十周年限量版
14531,大众,大众(进口),途锐,3.0T,手自一体变速箱(AT),2013,途锐 2013款 3.0TSI 限量奢华版
17966,大众,大众(进口),途锐,3.0T,手自一体变速箱(AT),2014,途锐 2014款 3.0TSI 新锐版
18038,大众,大众(进口),途锐,3.0T,手自一体变速箱(AT),2014,途锐 2014款 3.0TSI 黑色探险者
22949,大众,大众(进口),途锐,3.0T,手自一体变速箱(AT),2015,途锐 2015款 3.0TSI 标配型
22950,大众,大众(进口),途锐,3.0T,手自一体变速箱(AT),2015,途锐 2015款 3.0TSI 舒适型
22951,大众,大众(进口),途锐,3.0T,手自一体变速箱(AT),2015,途锐 2015款 3.0TSI 高配型
22952,大众,大众(进口),途锐,3.0T,手自一体变速箱(AT),2015,途锐 2015款 3.0TSI 豪华型
15287,大众,大众(进口),途锐 R-LINE,3.0T,手自一体变速箱(AT),2012,途锐 2012款 R-LINE 高配型
9476,大众,大众(进口),途锐 R-LINE,3.0T,手自一体变速箱(AT),2012,途锐 2012款 R-LINE 豪华型
22954,大众,大众(进口),途锐 R-LINE,3.0T,手自一体变速箱(AT),2015,途锐 2015款 3.0TSI R-LINE 豪华型
21501,大众,大众(进口),途锐,3.0T,手自一体变速箱(AT),2015,途锐 2015款 3.0TSI 耀锐限量版
23930,大众,大众(进口),途锐,3.0T,手自一体变速箱(AT),2016,途锐 2016款 3.0TSI 标配型
23931,大众,大众(进口),途锐,3.0T,手自一体变速箱(AT),2016,途锐 2016款 3.0TSI 耀越版
26765,大众,大众(进口),途锐,3.0T,手自一体变速箱(AT),2017,途锐 2017款 3.0TSI 启程型
31175,大众,大众(进口),途锐,3.0T,手自一体变速箱(AT),2017,途锐 2017款 3.0TSI 拓界版
26766,大众,大众(进口),途锐,3.0T,手自一体变速箱(AT),2017,途锐 2017款 3.0TSI 拓野型
30736,大众,大众(进口),途锐,3.0T,手自一体变速箱(AT),2017,途锐 2017款 3.0TSI 远征版
34600,大众,大众(进口),途锐,3.0T,手自一体变速箱(AT),2018,途锐 2018款 3.0TSI 荣耀典藏版
23932,大众,大众(进口),途锐,3.0T,手自一体变速箱(AT),2016,途锐 2016款 3.0TSI 高配型
23933,大众,大众(进口),途锐 R-LINE,3.0T,手自一体变速箱(AT),2016,途锐 2016款 3.0TSI R-LINE
26767,大众,大众(进口),途锐,3.0T,手自一体变速箱(AT),2017,途锐 2017款 3.0TSI 驭岳型
26768,大众,大众(进口),途锐 R-LINE,3.0T,手自一体变速箱(AT),2017,途锐 2017款 3.0TSI R-LINE攀峰型
27353,大众,大众(进口),途锐,3.0T,手自一体变速箱(AT),2017,途锐 2017款 3.0TSI 行政版
7121,大众,大众(进口),途锐 油电混合,3.0T,手自一体变速箱(AT),2011,途锐 2011款 3.0TSI HYBRID 途锐 油电混合
35820,大众,大众(进口),途锐,3.0T,手自一体变速箱(AT),2019,途锐 2019款 3.0TSI 锐锋版
35821,大众,大众(进口),途锐,3.0T,手自一体变速箱(AT),2019,途锐 2019款 3.0TSI 锐智版
411,大众,大众(进口),途锐,3.2,手自一体变速箱(AT),2006,途锐 2006款 3.2L 顶级版
6836,大众,大众(进口),途锐,3.2,手自一体变速箱(AT),2004,途锐 2004款 3.2L 标配版
2208,大众,大众(进口),途锐,3.2,手自一体变速箱(AT),2006,途锐 2006款 3.2L 豪华版
2720,大众,大众(进口),途锐,3.6,手自一体变速箱(AT),2007,途锐 2007款 3.6L 标准型
2721,大众,大众(进口),途锐,3.6,手自一体变速箱(AT),2007,途锐 2007款 3.6L 标配型
2722,大众,大众(进口),途锐,3.6,手自一体变速箱(AT),2007,途锐 2007款 3.6L 豪华型
2723,大众,大众(进口),途锐,3.6,手自一体变速箱(AT),2007,途锐 2007款 3.6L 顶级型
7003,大众,大众(进口),途锐,3.6,手自一体变速箱(AT),2010,途锐 2010款 3.6 限量舒适版
7004,大众,大众(进口),途锐,3.6,手自一体变速箱(AT),2010,途锐 2010款 3.6 限量豪华版
6593,大众,大众(进口),途锐,3.6,手自一体变速箱(AT),2010,途锐 2010款 3.6 限量顶配版
15097,大众,大众(进口),途锐,3.6,手自一体变速箱(AT),2013,途锐 2013款 3.6L 越野增强高配型
15098,大众,大众(进口),途锐,3.6,手自一体变速箱(AT),2013,途锐 2013款 3.6L 越野增强豪华型
419,大众,大众(进口),途锐,4.2,手自一体变速箱(AT),2006,途锐 2006款 4.2L 顶级版
2833,大众,大众(进口),途锐,4.2,手自一体变速箱(AT),2007,途锐 2007款 4.2L 顶级型
2832,大众,大众(进口),途锐,4.2,手自一体变速箱(AT),2007,途锐 2007款 4.2L 标准型
7005,大众,大众(进口),途锐,4.2,手自一体变速箱(AT),2010,途锐 2010款 4.2 限量顶配版
17495,大众,大众(进口),途锐,4.2,手自一体变速箱(AT),2014,途锐 2014款 4.2L 标准型
3739,大众,大众(进口),途锐,6.0,手自一体变速箱(AT),2008,途锐 2008款 6.0 W12顶级型
26355,大众,大众(进口),夏朗,1.4T,双离合变速箱(DCT),2016,夏朗 2016款 280TSI 乐享型 7座
31424,大众,大众(进口),夏朗,1.4T,双离合变速箱(DCT),2018,夏朗 2018款 280TSI 乐享型 7座
958,大众,大众(进口),夏朗,1.8T,自动变速箱(AT),2004,夏朗 2004款 1.8T AT
16209,大众,大众(进口),夏朗,1.8T,双离合变速箱(DCT),2013,夏朗 2013款 1.8TSI 标配型
14812,大众,大众(进口),夏朗,1.8T,双离合变速箱(DCT),2013,夏朗 2013款 1.8TSI 标配型 欧IV
16210,大众,大众(进口),夏朗,1.8T,双离合变速箱(DCT),2013,夏朗 2013款 1.8TSI 舒适型
14813,大众,大众(进口),夏朗,1.8T,双离合变速箱(DCT),2013,夏朗 2013款 1.8TSI 舒适型 欧IV
26133,大众,大众(进口),夏朗,1.8T,双离合变速箱(DCT),2015,夏朗 2015款 1.8TSI 舒适型
11881,大众,大众(进口),夏朗,2.0T,双离合变速箱(DCT),2012,夏朗 2012款 2.0TSI 标配型 欧IV
7180,大众,大众(进口),夏朗,2.0T,双离合变速箱(DCT),2012,夏朗 2012款 2.0TSI 舒适型 欧IV
11882,大众,大众(进口),夏朗,2.0T,双离合变速箱(DCT),2012,夏朗 2012款 2.0TSI 豪华型 欧IV
16206,大众,大众(进口),夏朗,2.0T,双离合变速箱(DCT),2013,夏朗 2013款 2.0TSI 标配型
16207,大众,大众(进口),夏朗,2.0T,双离合变速箱(DCT),2013,夏朗 2013款 2.0TSI 舒适型
16208,大众,大众(进口),夏朗,2.0T,双离合变速箱(DCT),2013,夏朗 2013款 2.0TSI 豪华型
20502,大众,大众(进口),夏朗,2.0T,双离合变速箱(DCT),2014,夏朗 2014款 2.0TSI 标配型
20503,大众,大众(进口),夏朗,2.0T,双离合变速箱(DCT),2014,夏朗 2014款 2.0TSI 舒适型
20504,大众,大众(进口),夏朗,2.0T,双离合变速箱(DCT),2014,夏朗 2014款 2.0TSI 豪华型
26666,大众,大众(进口),夏朗,2.0T,双离合变速箱(DCT),2016,夏朗 2016款 380TSI 舒享型 7座
26364,大众,大众(进口),夏朗,2.0T,双离合变速箱(DCT),2016,夏朗 2016款 380TSI 暖心红限量版
26365,大众,大众(进口),夏朗,2.0T,双离合变速箱(DCT),2016,夏朗 2016款 380TSI 澄净蓝限量版
26667,大众,大众(进口),夏朗,2.0T,双离合变速箱(DCT),2016,夏朗 2016款 380TSI 尊享型 7座
29848,大众,大众(进口),夏朗,2.0T,双离合变速箱(DCT),2017,夏朗 2017款 380TSI 舒享型 6座
29849,大众,大众(进口),夏朗,2.0T,双离合变速箱(DCT),2017,夏朗 2017款 380TSI 尊享型 6座
29847,大众,大众(进口),夏朗,2.0T,双离合变速箱(DCT),2017,夏朗 2017款 380TSI 旗舰型 7座
29850,大众,大众(进口),夏朗,2.0T,双离合变速箱(DCT),2017,夏朗 2017款 380TSI 旗舰型 6座
35690,大众,大众(进口),夏朗,2.0T,双离合变速箱(DCT),2018,夏朗 2018款 380TSI 畅享版舒享型 7座
35726,大众,大众(进口),夏朗,2.0T,双离合变速箱(DCT),2018,夏朗 2018款 380TSI 畅享版舒享型 6座
31425,大众,大众(进口),夏朗,2.0T,双离合变速箱(DCT),2018,夏朗 2018款 380TSI 舒享型 7座
31426,大众,大众(进口),夏朗,2.0T,双离合变速箱(DCT),2018,夏朗 2018款 380TSI 舒享型 6座
35691,大众,大众(进口),夏朗,2.0T,双离合变速箱(DCT),2018,夏朗 2018款 380TSI 畅享版尊享型 6座
35727,大众,大众(进口),夏朗,2.0T,双离合变速箱(DCT),2018,夏朗 2018款 380TSI 畅享版尊享型 7座
31427,大众,大众(进口),夏朗,2.0T,双离合变速箱(DCT),2018,夏朗 2018款 380TSI 尊享型 7座
31428,大众,大众(进口),夏朗,2.0T,双离合变速箱(DCT),2018,夏朗 2018款 380TSI 尊享型 6座
31429,大众,大众(进口),夏朗,2.0T,双离合变速箱(DCT),2018,夏朗 2018款 380TSI 旗舰型 7座
31430,大众,大众(进口),夏朗,2.0T,双离合变速箱(DCT),2018,夏朗 2018款 380TSI 旗舰型 6座
499,大众,大众(进口),夏朗,2.8,手自一体变速箱(AT),2004,夏朗 2004款 2.8 V6
1070,大众,上汽大众,高尔,1.6,手动变速箱(MT),2004,高尔 2004款 1.6L 五门基本型
597,大众,上汽大众,高尔,1.6,手动变速箱(MT),2004,高尔 2004款 1.6L 三门基本型
924,大众,上汽大众,高尔,1.6,手动变速箱(MT),2004,高尔 2004款 1.6L 三门旋风型
676,大众,上汽大众,高尔,1.6,手动变速箱(MT),2004,高尔 2004款 1.6L 三门舒适型
574,大众,上汽大众,高尔,1.6,手动变速箱(MT),2004,高尔 2004款 1.6L 五门舒适型
1860,大众,上汽大众,高尔,1.6,手动变速箱(MT),2004,高尔 2004款 1.6L 五门旋彩型
1177,大众,上汽大众,高尔,1.6,手动变速箱(MT),2004,高尔 2004款 1.6L 二十周年纪念版
749,大众,上汽大众,POLO,1.4,自动变速箱(AT),2004,POLO 2004款 两厢 1.4L 自动舒适型
744,大众,上汽大众,POLO,1.4,自动变速箱(AT),2004,POLO 2004款 两厢 1.4L 自动基本型
755,大众,上汽大众,POLO-三厢,1.4,自动变速箱(AT),2004,POLO-三厢
869,大众,上汽大众,POLO,1.4,手动变速箱(MT),2004,POLO 2004款 两厢 1.4L 手动基本型
750,大众,上汽大众,POLO,1.4,手动变速箱(MT),2004,POLO 2004款 两厢 1.4L 手动豪华型
747,大众,上汽大众,POLO,1.4,手动变速箱(MT),2004,POLO 2004款 两厢 1.4L 手动舒适型
756,大众,上汽大众,POLO-三厢,1.4,手动变速箱(MT),2004,POLO-三厢
754,大众,上汽大众,POLO-三厢,1.4,手动变速箱(MT),2004,POLO-三厢
753,大众,上汽大众,POLO-三厢,1.4,手动变速箱(MT),2004,POLO-三厢
2337,大众,上汽大众,POLO 劲情,1.4,手动变速箱(MT),2006,POLO 2006款 劲情 1.4L 手动风尚版
2400,大众,上汽大众,POLO 劲情,1.4,手动变速箱(MT),2006,POLO 2006款 劲情 1.4L 手动时尚版
3527,大众,上汽大众,POLO 劲情,1.4,手动变速箱(MT),2007,POLO 2007款 劲情 1.4L 手动时尚版
3524,大众,上汽大众,POLO 劲情,1.4,手动变速箱(MT),2007,POLO 2007款 劲情 1.4L 手动风尚版
5806,大众,上汽大众,POLO 劲情,1.4,手动变速箱(MT),2009,POLO 2009款 劲情 1.4L 手动时尚版
5807,大众,上汽大众,POLO 劲情,1.4,手动变速箱(MT),2009,POLO 2009款 劲情 1.4L 手动舒尚版
9120,大众,上汽大众,POLO,1.4,手动变速箱(MT),2011,POLO 2011款 1.4L 手动致乐版
9121,大众,上汽大众,POLO,1.4,手动变速箱(MT),2011,POLO 2011款 1.4L 手动致尚版
14489,大众,上汽大众,POLO,1.4,手动变速箱(MT),2013,POLO 2013款 1.4L 手动风尚版
14490,大众,上汽大众,POLO,1.4,手动变速箱(MT),2013,POLO 2013款 1.4L 手动舒适版
10297,大众,上汽大众,POLO 劲取,1.4,手动变速箱(MT),2011,POLO 2011款 劲取 1.4L 手动实乐版
10296,大众,上汽大众,POLO 劲取,1.4,手动变速箱(MT),2011,POLO 2011款 劲取 1.4L 手动实尚版
2396,大众,上汽大众,POLO 劲取,1.4,手动变速箱(MT),2006,POLO 2006款 劲取 1.4L 手动雅致版
2399,大众,上汽大众,POLO 劲取,1.4,手动变速箱(MT),2006,POLO 2006款 劲取 1.4L 手动雅适版
3523,大众,上汽大众,POLO 劲取,1.4,手动变速箱(MT),2008,POLO 2008款 劲取 1.4L 手动雅适版
3522,大众,上汽大众,POLO 劲取,1.4,手动变速箱(MT),2008,POLO 2008款 劲取 1.4L 手动雅致版
5811,大众,上汽大众,POLO 劲取,1.4,手动变速箱(MT),2009,POLO 2009款 劲取 1.4L 手动雅适版
5812,大众,上汽大众,POLO 劲取,1.4,手动变速箱(MT),2009,POLO 2009款 劲取 1.4L 手动雅致版
2401,大众,上汽大众,POLO 劲情,1.4,手自一体变速箱(AT),2006,POLO 2006款 劲情 1.4L 自动时尚版
2393,大众,上汽大众,POLO 劲情,1.4,手自一体变速箱(AT),2006,POLO 2006款 劲情 1.4L 自动风尚版
3525,大众,上汽大众,POLO 劲情,1.4,手自一体变速箱(AT),2007,POLO 2007款 劲情 1.4L 自动风尚版
3526,大众,上汽大众,POLO 劲情,1.4,手自一体变速箱(AT),2007,POLO 2007款 劲情 1.4L 自动时尚版
5808,大众,上汽大众,POLO 劲情,1.4,手自一体变速箱(AT),2009,POLO 2009款 劲情 1.4L 自动舒尚版
9122,大众,上汽大众,POLO,1.4,手自一体变速箱(AT),2011,POLO 2011款 1.4L 自动致尚版
9124,大众,上汽大众,POLO,1.4,手自一体变速箱(AT),2011,POLO 2011款 1.4L 自动致酷版
14491,大众,上汽大众,POLO,1.4,手自一体变速箱(AT),2013,POLO 2013款 1.4L 自动舒适版
14494,大众,上汽大众,POLO,1.4,手自一体变速箱(AT),2013,POLO 2013款 1.4L 自动豪华版
10295,大众,上汽大众,POLO 劲取,1.4,手自一体变速箱(AT),2011,POLO 2011款 劲取 1.4L 自动实尚版
2397,大众,上汽大众,POLO 劲取,1.4,手自一体变速箱(AT),2006,POLO 2006款 劲取 1.4L 自动雅致版
3521,大众,上汽大众,POLO 劲取,1.4,手自一体变速箱(AT),2008,POLO 2008款 劲取 1.4L 自动雅致版
5813,大众,上汽大众,POLO 劲取,1.4,手自一体变速箱(AT),2009,POLO 2009款 劲取 1.4L 自动雅致版
